text,aspect_term,polarity
"lucky by britney spears
 ?! do it < 3 that 's my favorite . rt : ramielemalubay : thedannynoriega why didnt we think of lucky ?",britney spears,pos
"if these clever people help designed windows 7
 , who wants to take responsibility for vista ?",windows 7,neu
"see i told you guys and gals , just like former president jimmy carter
 , that racism is alive in america . when you live in the south you live",jimmy carter,neu
"lindsay lohan
 + cocaine = fail",lindsay lohan,neg
"hi , i 'm brazilian and so wanted you to know that if it were to give a name to perfection would be britney spears
 . love you .",britney spears,pos
"ha . i love patton oswalt . he said barack obama
 is the name of a jamba juice supplement .",barack obama,neu
"i see a pattern here ... jimmy carter
 , who failed his country as president , won the nobel peace prize in 2002 . tcot tlot ocra sgp p2 mob",jimmy carter,neu
"john john mccain
 is in libya . slams the prez 4 not spending enough $ . what the hell is your problem pal ? are you running for prez too ?",john mccain,neg
"god , i pray for soulja boy
 's family . as i am sure they are having sleepless nights . hold them through this time . give them strength .",soulja boy,pos
"whatever they are doing with google
 talk right now-needs to stop",google,neu
"reaaaaalllly love your acting in harry potter
 ! why don't you come to korea ? ㅠㅠ",harry potter,neu
"obama
 is a real risk taker , pussy put all 1 seeds in the final for his bracket",obama,neg
"congratulations 2 britney spears
 with 3 going 1 on billboard , nicely done ! britneyspears",britney spears,pos
"i love watching wedding slideshows and counting how many pictures were taken by me . -lrb- four so far if you include a  wii
 for wendetta  framegrab . -rrb-",wii,neu
"i 've seen lady gag acting with madonna
 being childish pop icons it was ery funny look it up athttp : / / www.youtube.com/watch?v=smrvhxzi5u0",madonna,neu
"sinisterissimo ! karl rove starts obama
 wiki . . even gregmitch says  ha , or huh ?  wikileaks",obama,neg
"please follow me britney spears
 i am a your biggest fan ever .",britney spears,pos
"israpundit  blog archive  barack obama
 kow-tows to china over tibet : we read that barack obama
 , in deference . .",barack obama,neu
"im loveeee with lady gaga
 ♥ ☮ ♪ : .",lady gaga,neu
"hell yeah , that was my shit too !! lindsay lohan
 ' s first movie ... -lrb- and her best too -rrb- ... po thang !",lindsay lohan,neg
"i agree ! i absolutely love lindsay lohan
 ' s music . . can't say the same about her choices she 's made in the public .",lindsay lohan,pos
"do fans suck ? anderson cooper
 chats w/lady gag . why do we build up celebs and anxiously , eagerly await their downfall ? .",anderson cooper,neu
"don't confuse fame with success . madonna
 is one ; helen keller is the other . - erma bombeck",madonna,neu
"selenita12 apple survey - what do you think of apple products ? ipad
 sucks ? mac .",ipad,neg
you worry the shit out of me . i fucking love lindsay lohan,lindsay lohan,pos
"had a dream that madonna
 died",madonna,neu
"ha breaking news on obama 's nobel prize . turns out it was awarded for making peace with hillary clinton
 .",hillary clinton,neu
"fuck you chiagarcia lady gaga
 deserves to win because she 's amazing , she has done so well ! she deserves all those awards .",lady gaga,neg
"xbox
 360 repair guide . pdf guide with pictures - extremely easy to follow instructions !",xbox,pos
"- omg i love coke and i love harry potter
 ... you suck !",harry potter,neu
"i really want an ipad
 . being sensible means waiting till spring next year ... anyone not loving their ipad
 ?",ipad,neu
"i just head miley cyrus
 ruin nirvana song ! you miss . cyrus should be smacked for even thinking you could sing any nirvana song . disrespect",miley cyrus,neg
"ehh it 's only like a few lines . o_o andrew is better than alex & go britney spears
 lyrics . love that song",britney spears,pos
"laying on my sofa and listening to  toxic  by britney spears
 . another boring day . nothing to do . .",britney spears,neu
"seems really nice - easily set up and love the scroll :-rrb- will check your kindle
 review out now !",kindle,neu
"are people seriously gon na waste money on the justin bieber
 movie = /",justin bieber,neg
"just combined wii
 fit running with my elliptical for a more intense & super fun workout ! fun helps to stay on track , right biggestlosernbc ?",wii,pos
"so i went 2 caulfield cup yesty , didn't back a winner but had 5 people come up & ask 4 photos because apparently i look like britney spears
 ??",britney spears,neu
"xbox
 ? ffs , get yourself a proper machine like thee ps3 ; -rrb-",xbox,neu
"lmao , i love when they make fun of micheal jackson
 on south park . xd",micheal jackson,neg
"i remember i used to be like , obsessed with britney spears
 . like , legitimate . i made a fan club for her and everything . and i was only 7",britney spears,pos
"gave me permission to tweet this :  jeff dachis is like sarah palin
 -- he 's energizing the base .  : - -rrb-",sarah palin,neu
"i wan na go !! but i can't ! and did you notice how the name of the location is harmony grange and the character in harry potter
 ...",harry potter,neu
"lindsay lohan
 is a disaster where can i find her and her exposed fanny ?",lindsay lohan,neg
"sarah palin
 voted ultimate fantasy cougar in survey of younger men : palin was named the most wanted woman by you ... .",sarah palin,pos
"lindsay lohan
 accuses ronson family of sabatoging romance with samantha ... . live on twitter : damn those ronsons ! with . .",lindsay lohan,neu
"i think the quality should be the same but i 'm wondering if i 'll be able to keep my xbox
 and my ps3 registered simultaneously .",xbox,neu
"it says its an erotic thriller ! ha ! with lindsay lohan
 in it ! it looks a bit creepy i might not watch it !",lindsay lohan,neg
"hi my name is sara and i 'm an iphone
 addict . where 's the cookies at this support group ?",iphone,pos
"just watched taylorswift13 in crossroads again . still love that dvd ??? britney spears
 movie ?",britney spears,neu
"voldemort will never kill me , for he will die !!! harry potter
 will win and good will become .",harry potter,neu
"so i 'll beat my meat like i 'm a fucking butcher , and i 'll punk the pussy like i 'm ashton kutcher
 !",ashton kutcher,neg
"happy with my freshly 3.1.2 jailbroken iphone
 that now has the capability of being a wifi access point .",iphone,pos
"ftr news : barack obama
 ' is peace prize starts a fight",barack obama,neu
"group mail hd simplifies ipad
 contact managing - mario armstrong . -lrb- by brothatech -rrb-",ipad,neu
"you like the fake sounding sythed voices that makes them all sound like britney spears
 ?!? these kids can sing they don't need it",britney spears,neg
"a copia do win7 ultimate custa $ 320 dólares -lrb- full version -rrb- . presentão do tio bill gates
 . i love you even more and forever !!! ;-rrb- pc-girl !!!",bill gates,pos
"i have 8 google wave
 invites ! best replies get them . -lsb- you going to post the best replies , sam ? -rsb-",google wave,neu
"odd that a woman whose last name rhymes with skank is so classy . cheers to you hilary swank
 .",hilary swank,neu
"look at it this way . at least it didn't go to steve jobs
 . fucking steve jobs
 .",steve jobs,neg
"i love the music of britney spears
 .",britney spears,pos
"lindsay lohan
 wants a restraining order against her father",lindsay lohan,neu
" rebecca black is a genius , and anyone thats telling her shes cheesy , is full of shit  lady gaga
 . agora vai ter mil pessoas amando a rebecca",lady gaga,neu
"little wayne , paris hilton
 swap prison stories : little wayne , left , did time for a gun arrest and paris hilton
 was loc ... .",paris hilton,neg
"miley has called nick jonas
 :  my sweet inspiration  ,  my love  ,  prince charming  , and  nicky  . rt if that made you smile : -rrb-",nick jonas,pos
"presentations : the steve jobs
 way or how to create your own reality distortion field",steve jobs,neu
"wake up . musicmonday overprotective - britney spears
 so old but so good . good morning everyone . .",britney spears,neu
"obama
 agency review looks to snip the red tape : by all accounts , the government doesn't operate very efficiently with ... .",obama,neg
"if you can't get an iphone
 try the next best thing and go htc hero or motorola droid :-rrb- hmm don't know about the pre : s",iphone,pos
"joe biden
 just called george bush 's house & screamed ' mission accomplished , bee-yotch ! ' before quickly hanging up .",joe biden,neu
musicmonday confessions of a broken heart -lrb- daughter to father -rrb- - lindsay lohan,lindsay lohan,neu
"rt reevosaulus : no matter how awesome your design tools are ; tablet , ipad
 , laptop & so on . i think we always come back into a piece of ...",ipad,neg
"i ruin dreams not nightmares ... somebody go listen to  3  by britney spears
 it 's awesome ! ...",britney spears,pos
"and just when i thought anyone could sing a britney spears
 song and do it justice these twins on xfactor prove me wrong . overseasfuckery",britney spears,neu
"i noticed last week that my ipod
 is heavily weighted with roots , dub & jungle . i 'm off to shoehorn some carpenters & blue oyster cult in .",ipod,neu
"on a real britney spears
 kick",britney spears,neg
"i 've had my kindle
 since last christmas . traveling in an rv , space is at a premium . kindle
 is now my library ! love it !",kindle,pos
"from twitter ... - britney spears
 : 3 is exploding at radio ! looks like it will be the most added song of the yeah . .",britney spears,neu
"i am so happy the lakers
 are back on television . basketball season really brings my family together . we get so excited . love it love it love it !!",lakers,neu
"rt inibbleonclits : fuck the lakers
 lol . . teamceltics",lakers,neg
"back from the movies , i watched harry potter
 , so amazing .",harry potter,pos
"i 'm watching the babysitters cllub and reading harry potter
 fan fiction . man , i live a truly tragic life .",harry potter,neu
"90 's ipod
 shuffle cont 'd . . pharoahe 's verse on no mercy is an all timer , internal affairs is a top 10 album for me ...",ipod,neu
"lady gaga
 called rebecca black a genius . . i lost a little bit of respect for mother monster for that comment .",lady gaga,neg
"miley cyrus , i want your hair . demi lovato
 , i want your voice . jasmine villages , i want your smile . taylor swift , .",demi lovato,pos
"mm musicmonday sabotage - kristinia debarge , kiss & tell - selena gomez , got dynamite - demi lovato , 3 - britney spears",britney spears,neu
"not twi-related but its -- > nicolas cage
 in ' the hungry rabbit jumps ' described as a vigilante-centric thriller",nicolas cage,neu
