text,predictions
"having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.","[('fish tanks', None), ('ping', None)]"
you cannot go wrong at the red eye grill.,"[('red eye grill', None), ('food', None)]"
it appears to be the owner's first venture and it shows.,"[('owner', None), ('venture', None)]"
"i come from a family of pizzeria owners, and i'm almost ashamed to say that the pizza in fornino's blows my families receipies away.","[('pizza', None), ('owners', None)]"
i go twice a month!,"[('i', None), ('a month', None)]"
we ordered some beef and noodle soup dishes from the thai section of the menu but nothing we got was thai.,"[('beef and noodle soup dishes', None), ('menu', None)]"
they have a huge selection of different cream cheeses and all of their salads are great.,"[('cream cheeses', None), ('salads', None)]"
the lobster sandwich is good and the spaghetti with scallops and shrimp is great.,"[('lobster sandwich', None), ('spaghetti with scallops and shrimp', None)]"
the food was authentic.,"[('food', None), ('authentic', None)]"
the dim sum is delectable while the prices are quite easy on the wallet.,"[('prices', None), ('dim sum', None)]"
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most nyc italian joints i've tried similar dishes at.","[('dish', None), ('spinach ravioli in a light oil and garlic sauce', None)]"
the worst excuse for japanese food i've ever encountered.,"[('japanese food', None), ('excuse', None)]"
a million better places to go in the city.,"[('places', None), ('place', None)]"
"if celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.","[('hype', None), ('celebrities', None)]"
okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,"[('oily', None), ('cooked', None)]"
i ordered a chicken teriyaki dish and found that the chicken was extremely dry.,"[('chicken teriyaki dish', None), ('chicken teriyaki dish', None)]"
i love it.,"[('i like', None)]"
if you want something really different than try jekyll and hyde.,"[('hyde', None), ('jekyll', None)]"
"we had reservations at 9pm, but was not seated until 10:15pm.","[('seated', None), ('reservations', None)]"
we had pam's special fried fish and it was amazing.,"[('special fried fish', None), ('pam', None)]"
its located in greenewich village.,"[('greenewich village', None)]"
there is no excuse for such lousy service!,"[('service', None), ('food', None)]"
three strikes and this restaurant is out.,"[('restaurant', None), ('out', None)]"
we bring in a party of ten or so every week.,"[('party', None), ('ten', None)]"
my boyfriend had the new england chowder it was good but i think the award should go to the lobster bisque.,"[('new england chowder', None), ('lobster bisque', None)]"
"so, a little inconsistency there but either way, both pizzas were really good.","[('pizzas', None), ('inconsistency', None)]"
"overall the restaurant is more expensive than our other sushi favorites, but everything was delicious.","[('sushi', None), ('restaurant', None)]"
we would return to this place again!,"[('place', None), ('back', None)]"
not enough wines by the glass either.,"[('wines', None), ('glass', None)]"
i had the duck breast special on my last visit and it was incredible.,"[('duck breast special', None), ('visit', None)]"
i must say it's a little pricey for the food because it was not as spectacular as the view.,"[('view', None), ('food', None)]"
these innovators of french indian fusion do a great job of making dishes as interesting as possible while still being accessible.,"[('french indian fusion', None), ('dishes', None)]"
"just don't take the seat between the bar and the back half of the restaurant, i saw a woman get nudged 40times sitting there.","[('bar', None), ('seat', None)]"
no gimmicks here -- the food speaks for itself in its freshness and preparation.,"[('food', None), ('preparation', None)]"
"we were worried we would have trouble getting in, but somehow managed to have a short wait.","[('wait', None), ('food', None)]"
my wife had the fried shrimp which are huge and loved it.,"[('fried shrimp', None), ('meal', None)]"
"everything i had was good, and i'm a eater.","[('food', None), ('eat', None)]"
one should not go to lucky strike for the food.,"[('food', None), ('strike', None)]"
the service is awful--the last time i was there (and i do mean the last time) we were told that they needed our table so we would have to leave.,"[('service', None), ('table', None)]"
we could only get through an appetizer and cheese fondue.,"[('cheese fondue', None), ('appetizer', None)]"
"to me it exemplifies soho, cute, artsy, interesting.","[('exemplifies', None), ('arty', None)]"
"try everything for that matter, it is all good.",[]
both times we waited well over a half hour for a table (even though we had reservations).,"[('table', None), ('reservations', None)]"
happy to be a regular at this place and would warmly recommend it to anyone.,"[('place', None), ('recommendation', None)]"
i've been eating at taj mahal for over twenty years and have found them to be the most excellent of the indian eateries on this block of indian restaurants.,"[('indian eateries', None), ('taj mahal', None)]"
"night without a reservation, we had to wait at the bar for a little while, but the manager was so nice and made our wait a great experience.","[('bar', None), ('manager', None), ('reservation', None)]"
try the green curry!!!,"[('green curry', None), ('food', None)]"
we had the scallops as an appetizer and they were delicious and the sauce was wonderful.,"[('scallops', None), ('appetizer', None)]"
we were also seated promptly at the time of our reservation and the service was very quick and professional.,"[('service', None), ('reservation', None)]"
"you rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.","[('currys', None), ('flavor', None), ('seat', None)]"
the food there are sastifying.,"[('food', None), ('sastifying', None)]"
i highly recommend to anyone to give this place a try.,"[('place', None)]"
i highly recommend visiting this restaurant and having dinner and drinks!,"[('dinner', None), ('drinks', None)]"
the bar is very well stocked with interesting beers and well priced wines.,"[('bar', None), ('beers', None), ('wines', None)]"
i agree.,"[('i', None), ('a', None)]"
"last memorial day, i tried to make reservations but was told they were closed that weekend (interesting, but...).","[('reservations', None), ('memorial day', None)]"
the food was good.,"[('food', None), ('quality', None)]"
"great wine selection, gigondas is worth the price, and the house champagne is a great value.","[('house champagne', None), ('wine selection', None)]"
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.","[('background', None), ('music', None)]"
it just wasn't thai.,"[('thai', None), ('ai', None)]"
i have enjoyed everything i have ever gotten and the fish is so fresh and always prepared in a great way.,"[('fish', None), ('prepared', None)]"
i particularly love their yellowfun tuna and their mussel selection.,"[('mussel selection', None), ('tuna', None)]"
i love to visit murrays for my bagel fix.,"[('bagel fix', None), ('murrays', None)]"
